StartDate.StartDate,EndDate.EndDate,Status.ResponseType,IPAddress.IPAddress,Progress.Progress,Duration(inseconds).Duration(inseconds),Finished.Finished,RecordedDate.RecordedDate,ResponseId.ResponseID,RecipientLastName.RecipientLastName,RecipientFirstName.RecipientFirstName,RecipientEmail.RecipientEmail,ExternalReference.ExternalDataReference,LocationLatitude.LocationLatitude,LocationLongitude.LocationLongitude,DistributionChannel.DistributionChannel,selected_overall.HowMALEorFEMALEdoesthispersonlook?,unselected_overall.HowMALEorFEMALEdoesthispersonlook?,selected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,unselected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,selected_overall.HowHAPPYdoesthispersonlook?,unselected_overall.HowHAPPYdoesthispersonlook?,selected_overall.HowDOMINANTdoesthispersonlook?,unselected_overall.HowDOMINANTdoesthispersonlook?,selected_overall.HowATTRACTIVEdoesthispersonlook?,unselected_overall.HowATTRACTIVEdoesthispersonlook?,selected_overall.HowLIKABLEdoesthispersonlook?,unselected_overall.HowLIKABLEdoesthispersonlook?,selected_overall.HowTRUSTWORTHYdoesthispersonlook?,unselected_overall.HowTRUSTWORTHYdoesthispersonlook?,selected_overall.HowCOMPETENTdoesthispersonlook?,unselected_overall.HowCOMPETENTdoesthispersonlook?,selected_overall.HowWARMdoesthispersonlook?,unselected_overall.HowWARMdoesthispersonlook?,age,sex,race,data_use,mTurkCode
3/21/20177:24:03AM,3/21/20177:25:33AM,0,173.46.78.143,100,90,1,3/21/20177:25:35AM,R_V1EzEmIrcaCfJeh,,,,,37.39610291,-121.9617004,anonymous,,,,,,,,,,,,,4,2,,,,,22,1,4,3,4843015820
3/21/20177:24:26AM,3/21/20177:26:04AM,0,65.199.155.69,100,98,1,3/21/20177:26:06AM,R_3HC5UEovOVhacHG,,,,,42.85020447,-71.51550293,anonymous,1,5,,,,,,,,,,,,,,,,,27,2,1,4,1060430655
3/21/20177:24:34AM,3/21/20177:26:28AM,0,47.20.252.214,100,113,1,3/21/20177:26:29AM,R_2Xi0Ww8tv1Q8bIS,,,,,40.62010193,-73.98680115,anonymous,,,,,,,,,,,,,,,,,5,5,27,2,1,3,6719301762
3/21/20177:25:41AM,3/21/20177:27:29AM,0,66.190.28.239,100,108,1,3/21/20177:27:31AM,R_2eajPhbAixXcWlh,,,,,43.79820251,-91.12860107,anonymous,,,,,,,,,3,1,,,,,,,,,28,2,1,4,5225039152
3/21/20177:27:15AM,3/21/20177:28:34AM,0,73.2.32.170,100,79,1,3/21/20177:28:37AM,R_1MXntGd2bSksW37,,,,,36.80110168,-119.8025055,anonymous,,,1,6,,,,,,,,,,,,,,,34,1,1,4,6323305070
3/21/20177:28:35AM,3/21/20177:30:10AM,0,107.4.20.224,100,94,1,3/21/20177:30:11AM,R_1E1kyRMLf2JEh9f,,,,,43.07380676,-83.8608017,anonymous,,,,,,,4,3,,,,,,,,,,,50,2,4,4,3448586152
3/21/20177:28:49AM,3/21/20177:30:39AM,0,96.59.230.37,100,110,1,3/21/20177:30:41AM,R_CmIUa54h5Bnmt8d,,,,,27.86610413,-82.32649994,anonymous,,,3,5,,,,,,,,,,,,,,,32,2,1,4,9261803226
3/21/20177:31:41AM,3/21/20177:32:45AM,0,173.28.64.89,100,63,1,3/21/20177:32:46AM,R_1f15a6pcfptgkDd,,,,,37.17019653,-93.32969666,anonymous,,,3,4,,,,,,,,,,,,,,,33,1,1,4,5127262021
3/21/20177:30:15AM,3/21/20177:33:00AM,0,71.90.212.236,100,165,1,3/21/20177:33:02AM,R_3lrbrbiS9hPKKWQ,,,,,34.05599976,-84.37950134,anonymous,,,,,,,,,,,,,3,2,,,,,50,2,1,4,8321420503
3/21/20177:31:52AM,3/21/20177:33:12AM,0,71.51.52.225,100,79,1,3/21/20177:33:13AM,R_BFmecAmwTsuZS13,,,,,31.86639404,-95.65070343,anonymous,1,2,,,,,,,,,,,,,,,,,40,2,1,4,7886037831
3/21/20177:34:14AM,3/21/20177:35:16AM,0,173.171.186.251,100,61,1,3/21/20177:35:18AM,R_u946EiyryqqYaaZ,,,,,27.93919373,-82.47229767,anonymous,,,,,4,3,,,,,,,,,,,,,26,2,3,4,1702457997
3/21/20177:32:29AM,3/21/20177:35:22AM,0,71.167.25.102,100,173,1,3/21/20177:35:23AM,R_24r2wO2aVy0p3LO,,,,,40.63319397,-73.99669647,anonymous,,,,,,,,,,,,,,,,,1,1,32,2,1,1,7534643090
3/21/20177:36:25AM,3/21/20177:38:30AM,0,47.199.145.116,100,125,1,3/21/20177:38:32AM,R_1eDh6hzqepnyMo3,,,,,27.28559875,-82.47270203,anonymous,,,,,4,2,,,,,,,,,,,,,51,2,1,4,5730001167
3/21/20177:38:19AM,3/21/20177:40:02AM,0,75.120.234.198,100,102,1,3/21/20177:40:03AM,R_1r94ybSESgqou5Z,,,,,33.54440308,-86.35089874,anonymous,,,,,,,,,,,,,3,1,,,,,34,2,1,4,8713937690
3/21/20177:41:21AM,3/21/20177:42:16AM,0,75.133.166.167,100,55,1,3/21/20177:42:18AM,R_3kKVOfRxBTVIpko,,,,,38.728302,-93.55490112,anonymous,,,,,,,,,,,,,,,,,4,2,32,1,1,4,1951291859
3/21/20177:41:55AM,3/21/20177:43:38AM,0,69.21.172.150,100,103,1,3/21/20177:43:40AM,R_2arWlfjGuDxlfAl,,,,,43.04820251,-88.08789825,anonymous,,,,,,,5,1,,,,,,,,,,,53,1,1,3,6817937176
3/21/20177:41:50AM,3/21/20177:44:25AM,0,204.145.237.254,100,155,1,3/21/20177:44:27AM,R_2D2iT2E20POyT0i,,,,,26.62309265,-81.87539673,anonymous,,,,,,,4,3,,,,,,,,,,,51,2,1,4,9873379957
3/21/20177:42:52AM,3/21/20177:44:47AM,0,24.229.219.1,100,115,1,3/21/20177:44:49AM,R_2pMNp6SymKJeZ4e,,,,,41.74989319,-77.33339691,anonymous,,,,,,,,,,,,,,,7,1,,,66,2,1,4,2168629091
3/21/20177:45:00AM,3/21/20177:46:54AM,0,73.43.234.248,100,113,1,3/21/20177:46:56AM,R_296aVU6wGmb821U,,,,,33.74530029,-84.38289642,anonymous,,,,,,,,,,,,,3,3,,,,,31,2,1,4,2122341865
3/21/20177:50:12AM,3/21/20177:51:54AM,0,50.155.247.178,100,101,1,3/21/20177:51:55AM,R_1g0W4i6Us6zSzZN,,,,,39.73129272,-104.9692001,anonymous,,,,,,,,,,,,,,,3,1,,,49,1,1,4,1756069740
3/21/20177:50:21AM,3/21/20177:52:20AM,0,96.95.51.65,100,119,1,3/21/20177:52:21AM,R_1GOoG5jFWUkS4gl,,,,,38.90849304,-77.0177002,anonymous,,,,,,,4,2,,,,,,,,,,,35,1,2,4,6599398893
3/21/20177:50:21AM,3/21/20177:53:07AM,0,104.219.153.235,100,165,1,3/21/20177:53:08AM,R_AMY0fOg0W2tGjy9,,,,,33.11799622,-80.03839874,anonymous,,,,,,,,,,,,,5,4,,,,,66,1,1,4,7384087229
3/21/20177:52:01AM,3/21/20177:55:38AM,0,50.138.100.190,100,217,1,3/21/20177:55:40AM,R_z7R9pVDdQ5F2MWB,,,,,26.34840393,-80.21869659,anonymous,,,,,4,1,,,,,,,,,,,,,51,2,1,4,1560977162
3/21/20177:53:46AM,3/21/20177:55:51AM,0,68.9.50.230,100,124,1,3/21/20177:55:53AM,R_1pT0qb9hswf4IST,,,,,41.83900452,-71.43730164,anonymous,,,4,5,,,,,,,,,,,,,,,36,2,2,4,9355902238
3/21/20177:58:55AM,3/21/20178:01:27AM,0,104.128.170.90,100,151,1,3/21/20178:01:28AM,R_soMaJaKvi4yesvL,,,,,35.39840698,-85.10919952,anonymous,,,,,,,,,,,4,3,,,,,,,65,2,1,4,5894058859
3/21/20178:02:00AM,3/21/20178:03:26AM,0,99.8.45.204,100,86,1,3/21/20178:03:28AM,R_3PyLpyXmaHcXKbQ,,,,,29.83210754,-95.73459625,anonymous,1,5,,,,,,,,,,,,,,,,,44,2,1,4,6583916107
3/21/20178:02:11AM,3/21/20178:04:03AM,0,128.84.124.49,100,111,1,3/21/20178:04:04AM,R_1dy33hh5gzM7tif,,,,,42.44850159,-76.48040009,anonymous,,,,,,,,,3,1,,,,,,,,,24,2,1,4,9044327433
3/21/20178:03:56AM,3/21/20178:05:12AM,0,24.158.191.7,100,76,1,3/21/20178:05:13AM,R_1CmheJquaCNk1wl,,,,,34.8914032,-85.12069702,anonymous,,,,,,,,,,,,,,,7,5,,,31,2,1,4,4058283498
3/21/20178:05:24AM,3/21/20178:06:57AM,0,73.85.201.60,100,92,1,3/21/20178:06:59AM,R_1MT07HKFmWlbGDm,,,,,25.9828949,-80.27940369,anonymous,,,,,,,,,,,,,,,,,5,4,34,2,2,2,4079694953
3/21/20178:06:37AM,3/21/20178:08:28AM,0,204.145.237.254,100,111,1,3/21/20178:08:30AM,R_1PYTQD2j4OD2OhE,,,,,26.62309265,-81.87539673,anonymous,,,,,,,5,3,,,,,,,,,,,45,2,1,4,8452632641
3/21/20178:07:03AM,3/21/20178:08:59AM,0,174.56.32.13,100,115,1,3/21/20178:09:00AM,R_22LdmtbQjucpgVI,,,,,35.63180542,-105.8788986,anonymous,,,,,,,,,,,,,,,4,2,,,24,2,1,4,1875379342
3/21/20178:10:19AM,3/21/20178:11:17AM,0,152.26.54.2,100,57,1,3/21/20178:11:18AM,R_3ptjJ5NoibU0WOH,,,,,35.85350037,-80.10839844,anonymous,,,,,,,4,3,,,,,,,,,,,32,1,1,4,5911064050
3/21/20178:10:17AM,3/21/20178:11:57AM,0,24.155.152.252,100,99,1,3/21/20178:11:59AM,R_2ff9JUiQKS765h9,,,,,31.8789978,-102.4838028,anonymous,,,,,,,,,,,,,2,1,,,,,52,2,1,4,1845958229
3/21/20178:09:55AM,3/21/20178:12:20AM,0,71.236.26.7,100,145,1,3/21/20178:12:21AM,R_1DYcURF1bjkcskG,,,,,33.82739258,-84.32440186,anonymous,1,4,,,,,,,,,,,,,,,,,67,2,1,4,4619741375
3/21/20178:21:22AM,3/21/20178:22:53AM,0,67.8.125.67,100,90,1,3/21/20178:22:54AM,R_qCvkuLN8VM36zex,,,,,28.83009338,-81.36180115,anonymous,,,,,,,,,,,2,2,,,,,,,41,2,1,4,9335824716
3/21/20178:21:06AM,3/21/20178:23:13AM,0,80.90.88.143,100,127,1,3/21/20178:23:15AM,R_1P13d5W9eXCMp7w,,,,,41.32749939,19.81889343,anonymous,,,,,,,,,,,7,2,,,,,,,32,2,1,4,7234176909
3/21/20178:25:07AM,3/21/20178:26:15AM,0,205.182.132.23,100,67,1,3/21/20178:26:16AM,R_1DHCfKh6zWReemt,,,,,32.29879761,-90.18479919,anonymous,3,4,,,,,,,,,,,,,,,,,39,1,1,4,6055940511
3/21/20178:27:56AM,3/21/20178:29:22AM,0,50.160.237.43,100,86,1,3/21/20178:29:24AM,R_12zsrLZe3o1Axiu,,,,,34.12680054,-84.5739975,anonymous,,,,,,,,,,,,,,,4,3,,,40,2,1,3,8100495636
3/21/20178:37:20AM,3/21/20178:38:49AM,0,72.229.132.205,100,88,1,3/21/20178:38:51AM,R_2w02tK9O5QCqMXq,,,,,40.8625946,-73.92179871,anonymous,,,4,5,,,,,,,,,,,,,,,50,2,1,4,7574031315
3/21/20178:39:41AM,3/21/20178:41:16AM,0,107.13.179.25,100,94,1,3/21/20178:41:18AM,R_UQoswIpAs1JFMK5,,,,,35.74630737,-78.72389984,anonymous,,,,,,,,,5,3,,,,,,,,,29,2,1,4,874298267
3/21/20178:41:19AM,3/21/20178:41:53AM,0,24.241.223.182,100,33,1,3/21/20178:41:54AM,R_31uPOKvnHjsp3yP,,,,,34.25190735,-86.25710297,anonymous,,,,,,,,,,,,,,,,,4,4,32,2,1,4,7061811453
3/21/20178:42:13AM,3/21/20178:45:48AM,0,73.219.133.123,100,215,1,3/21/20178:45:49AM,R_2uR4Y6rPcFm6X40,,,,,42.39549255,-71.18160248,anonymous,,,,,,,,,,,,,4,2,,,,,32,2,1,3,3829219802
3/21/20178:44:25AM,3/21/20178:45:49AM,0,141.214.17.252,100,83,1,3/21/20178:45:50AM,R_DNooabKDw3u1J6N,,,,,42.32409668,-83.71130371,anonymous,,,2,4,,,,,,,,,,,,,,,31,1,1,4,6501772990
3/21/20178:50:54AM,3/21/20178:52:43AM,0,65.182.239.141,100,108,1,3/21/20178:52:44AM,R_tETcbJOmiuo3sE9,,,,,45.21600342,-122.6667023,anonymous,,,,,,,,,,,,,,,,,5,2,59,1,1,4,907940623
3/21/20178:58:42AM,3/21/20178:59:59AM,0,173.217.96.226,100,77,1,3/21/20179:00:01AM,R_1Ii1k0BYlusu4KX,,,,,30.13459778,-93.27300262,anonymous,,,,,,,,,,,,,,,,,7,2,31,2,1,4,9291033004
3/21/20179:03:42AM,3/21/20179:05:17AM,0,173.216.96.224,100,95,1,3/21/20179:05:19AM,R_2a8nnrc5mdchuTr,,,,,35.76980591,-91.64099884,anonymous,1,6,,,,,,,,,,,,,,,,,57,1,1,4,4377746009
3/21/20179:04:32AM,3/21/20179:05:52AM,0,173.173.176.207,100,80,1,3/21/20179:05:54AM,R_2aVkn3F5l3hOeuN,,,,,26.57789612,-98.99359894,anonymous,,,,,,,,,,,,,3,1,,,,,22,1,3,4,8709425428
3/21/20179:07:14AM,3/21/20179:10:34AM,0,73.28.164.121,100,200,1,3/21/20179:10:36AM,R_3p53qU5DtqjRtso,,,,,27.04069519,-82.35250092,anonymous,1,5,,,,,,,,,,,,,,,,,85,2,1,4,1093394212
3/21/20179:12:23AM,3/21/20179:13:45AM,0,73.114.22.233,100,81,1,3/21/20179:13:46AM,R_AnUuUt13wzwbDAR,,,,,42.17070007,-72.60479736,anonymous,2,3,,,,,,,,,,,,,,,,,51,1,1,4,913722176
3/21/20179:15:26AM,3/21/20179:17:28AM,0,64.138.238.73,100,121,1,3/21/20179:17:29AM,R_2bOyleGVi86DZFV,,,,,33.56030273,-79.0440979,anonymous,,,,,5,3,,,,,,,,,,,,,28,2,1,4,1996191144
3/21/20179:19:52AM,3/21/20179:22:14AM,0,74.215.162.162,100,141,1,3/21/20179:22:32AM,R_2fIsbV3KpDo0duc,,,,,39.28309631,-84.5161972,anonymous,,,,,,,,,,,,,3,3,,,,,35,2,1,4,3996307389
3/21/20179:24:19AM,3/21/20179:26:02AM,0,216.159.64.253,100,103,1,3/21/20179:26:07AM,R_2cu6QZISwdAlBoF,,,,,42.53520203,-96.40110016,anonymous,,,,,,,,,3,1,,,,,,,,,39,2,1,4,3882263461
3/21/20179:28:29AM,3/21/20179:29:57AM,0,98.199.3.99,100,87,1,3/21/20179:29:58AM,R_3DbfTQ547a9DfAc,,,,,29.790802,-95.10910034,anonymous,,,,,5,2,,,,,,,,,,,,,33,2,1,4,7304039364
3/21/20179:53:23AM,3/21/20179:54:50AM,0,173.110.214.215,100,86,1,3/21/20179:54:52AM,R_24c4xxoJQPh9OTo,,,,,28.04069519,-81.90429688,anonymous,1,5,,,,,,,,,,,,,,,,,47,2,1,4,7660377351
3/21/20179:54:45AM,3/21/20179:55:44AM,0,71.202.141.161,100,59,1,3/21/20179:55:46AM,R_9XikXSyIqUcRFBv,,,,,37.980896,-122.3331985,anonymous,,,,,3,2,,,,,,,,,,,,,26,2,1,4,492604753
3/21/20179:53:49AM,3/21/20179:56:03AM,0,128.237.167.248,100,134,1,3/21/20179:56:05AM,R_3FQlDZDQLfVJzqp,,,,,40.44389343,-79.95610046,anonymous,2,4,,,,,,,,,,,,,,,,,29,1,4,3,4969041268
3/21/20179:56:05AM,3/21/20179:58:29AM,0,38.132.117.198,100,144,1,3/21/20179:58:30AM,R_SUEBYFXyEOST7Z7,,,,,37.75100708,-97.8219986,anonymous,,,,,,,,,,,4,3,,,,,,,53,1,1,4,4975012601
3/21/201710:00:36AM,3/21/201710:02:49AM,0,66.190.5.150,100,132,1,3/21/201710:02:50AM,R_4SKZSrkVpbkpgOt,,,,,45.67990112,-89.34600067,anonymous,1,1,,,,,,,,,,,,,,,,,39,2,1,4,5517843631
3/21/201710:03:36AM,3/21/201710:05:32AM,0,203.87.129.148,100,115,1,3/21/201710:05:34AM,R_3ozLQv8H4Zz2Lhe,,,,,14.59550476,120.9721069,anonymous,,,,,4,2,,,,,,,,,,,,,33,1,3,4,7920988225
3/21/201710:09:58AM,3/21/201710:10:37AM,0,24.241.223.182,100,38,1,3/21/201710:10:39AM,R_2BfDOFqxlmEtv31,,,,,34.25190735,-86.25710297,anonymous,,,,,,,4,5,,,,,,,,,,,25,1,1,4,7999655204
3/21/201710:10:03AM,3/21/201710:11:25AM,0,104.138.172.71,100,82,1,3/21/201710:11:27AM,R_R3NdfG0Kuyt9ZU5,,,,,36.00790405,-80.36969757,anonymous,,,,,,,,,,,,,,,3,1,,,38,2,2,4,9573551784
3/21/201710:17:59AM,3/21/201710:19:53AM,0,174.97.194.61,100,114,1,3/21/201710:19:54AM,R_1mzx7Bz9a22dTB1,,,,,37.96850586,-84.14600372,anonymous,,,,,4,2,,,,,,,,,,,,,25,1,1,4,7921839263
3/21/201710:19:03AM,3/21/201710:20:51AM,0,174.204.10.31,100,107,1,3/21/201710:20:52AM,R_21obyRHwnGzx2zx,,,,,38.91859436,-76.78620148,anonymous,,,,,,,,,,,,,,,,,5,2,32,1,2,2,1848131041
3/21/201710:18:27AM,3/21/201710:21:16AM,0,107.4.189.166,100,169,1,3/21/201710:21:17AM,R_T5a4Ovn6Xg1YoRH,,,,,44.89250183,-93.11100006,anonymous,,,2,3,,,,,,,,,,,,,,,27,1,1,4,362901399
3/21/201710:20:25AM,3/21/201710:22:59AM,0,72.79.118.170,100,154,1,3/21/201710:23:00AM,R_1LzLt2wr3nREJs4,,,,,40.74409485,-74.14350128,anonymous,,,,,,,,,,,,,,,,,4,2,28,2,3,4,436547120
3/21/201710:22:32AM,3/21/201710:24:05AM,0,174.219.14.204,100,92,1,3/21/201710:24:06AM,R_111oHHSdht9lqUh,,,,,45.28739929,-93.43360138,anonymous,,,2,4,,,,,,,,,,,,,,,33,1,1,3,3715144764
3/21/201710:23:48AM,3/21/201710:28:17AM,0,197.190.184.48,100,269,1,3/21/201710:28:19AM,R_4NOYNMoUYdG8Eox,,,,,8,-2,anonymous,,,3,3,,,,,,,,,,,,,,,40,2,5,4,49052551
3/21/201710:36:03AM,3/21/201710:38:06AM,0,66.69.108.240,100,123,1,3/21/201710:38:08AM,R_12bVmb9M9MECk5k,,,,,29.48860168,-98.27349854,anonymous,,,,,,,,,,,4,3,,,,,,,68,2,1,4,9736638786
3/21/201710:47:58AM,3/21/201710:49:42AM,0,100.11.140.96,100,103,1,3/21/201710:49:43AM,R_1IXJV33uQGEIeoW,,,,,39.980896,-75.3085022,anonymous,,,,,,,5,1,,,,,,,,,,,27,2,4,4,8030452551
3/21/201710:52:34AM,3/21/201710:54:23AM,0,71.200.20.90,100,108,1,3/21/201710:54:24AM,R_3fb3Yvn1HqXV9WV,,,,,39.15879822,-75.49410248,anonymous,,,,,5,4,,,,,,,,,,,,,44,2,1,4,4941501934
3/21/201710:57:07AM,3/21/201710:58:20AM,0,107.204.201.212,100,72,1,3/21/201710:58:21AM,R_3Ec186S1P5UiSYp,,,,,34.40209961,-118.8395004,anonymous,,,,,,,,,,,,,,,4,2,,,32,2,1,1,7785034058
3/21/201711:22:52AM,3/21/201711:24:35AM,0,108.223.195.81,100,102,1,3/21/201711:24:37AM,R_1GOGNEZCkZeiIcb,,,,,42.37550354,-83.07720184,anonymous,,,,,,,3,3,,,,,,,,,,,33,2,2,3,8780836775
3/21/201711:51:05AM,3/21/201711:52:33AM,0,216.47.56.214,100,87,1,3/21/201711:52:34AM,R_24NkQ5LXnV5FyRw,,,,,47.5625,-115.4420013,anonymous,,,,,,,,,,,,,3,4,,,,,35,2,1,4,9929078868
3/21/201711:52:29AM,3/21/201711:54:09AM,0,50.51.125.190,100,100,1,3/21/201711:54:11AM,R_WkC8BFPTCRTKQBH,,,,,41.1342926,-81.85590363,anonymous,,,,,,,,,,,,,3,4,,,,,24,2,1,4,996237705
3/21/201712:08:06PM,3/21/201712:09:25PM,0,108.27.229.242,100,78,1,3/21/201712:09:26PM,R_3J97rAl0qer3vRS,,,,,40.6578064,-73.67199707,anonymous,,,,,,,,,2,1,,,,,,,,,23,2,4,4,4136234080
3/21/201712:30:06PM,3/21/201712:31:57PM,0,67.188.19.136,100,110,1,3/21/201712:31:58PM,R_1H0jYhQbeQRk0ZI,,,,,38.35069275,-121.9326019,anonymous,1,5,,,,,,,,,,,,,,,,,53,2,1,4,2108901902
3/21/201712:31:32PM,3/21/201712:32:47PM,0,47.136.188.122,100,75,1,3/21/201712:32:49PM,R_3EG3y3JZ15OKEy2,,,,,33.48109436,-117.2261047,anonymous,,,,,,,,,,,,,,,,,5,1,39,2,2,4,7816182449
3/21/201712:34:52PM,3/21/201712:36:19PM,0,66.172.211.237,100,87,1,3/21/201712:36:21PM,R_1JCuLh9RdbfgMzw,,,,,42.45550537,-96.45349884,anonymous,,,,,4,1,,,,,,,,,,,,,38,2,3,4,7316753757
3/21/201712:39:47PM,3/21/201712:41:40PM,0,156.72.30.1,100,112,1,3/21/201712:41:42PM,R_bBFgNt0xoGEatih,,,,,33.78460693,-117.8432999,anonymous,,,4,5,,,,,,,,,,,,,,,27,2,3,4,1034689015
3/21/201712:44:11PM,3/21/201712:46:54PM,0,173.31.240.25,100,163,1,3/21/201712:46:56PM,R_3PzaclnAcCf1Hbn,,,,,30.8717041,-83.33339691,anonymous,,,,,,,,,,,,,,,7,5,,,52,2,1,4,5390727124
3/21/20171:10:49PM,3/21/20171:11:48PM,0,65.246.1.5,100,58,1,3/21/20171:11:50PM,R_6ETe2QeDJXFF52p,,,,,39.35069275,-76.56269836,anonymous,,,,,,,,,,,,,1,1,,,,,28,1,4,4,689491728
3/21/20171:57:22PM,3/21/20171:58:26PM,0,66.68.248.244,100,64,1,3/21/20171:58:28PM,R_3k5IxQBKxbAlHtD,,,,,26.27589417,-98.23300171,anonymous,,,,,,,,,,,,,,,5,4,,,29,1,3,4,8634286476
3/21/20172:43:03PM,3/21/20172:44:34PM,0,97.117.184.73,100,90,1,3/21/20172:44:35PM,R_0xFGRPP2gCWQUOl,,,,,33.50920105,-112.1008987,anonymous,,,,,,,,,,,,,3,1,,,,,27,1,1,4,5976008801
3/21/20173:23:21PM,3/21/20173:26:04PM,0,73.45.23.36,100,163,1,3/21/20173:26:06PM,R_21HXNlRX89TSPsI,,,,,41.56739807,-87.56009674,anonymous,,,,,,,,,,,,,5,6,,,,,56,2,2,4,6881095622
3/21/20173:44:23PM,3/21/20173:47:04PM,0,45.26.9.200,100,160,1,3/21/20173:47:05PM,R_1Ka6TR9n2nQWP3c,,,,,33.78439331,-84.21350098,anonymous,,,,,4,3,,,,,,,,,,,,,67,1,1,4,3529090723
3/21/20174:04:21PM,3/21/20174:07:35PM,0,65.185.116.7,100,194,1,3/21/20174:07:37PM,R_vdEUwVpZErG1RUR,,,,,40.12409973,-82.38279724,anonymous,,,,,,,,,,,,,2,1,,,,,23,2,1,4,5294631962
3/21/20174:23:44PM,3/21/20174:25:36PM,0,75.130.151.26,100,111,1,3/21/20174:25:37PM,R_Ac8j0ASJ3zuVH6V,,,,,34.49159241,-82.61579895,anonymous,,,,,,,,,,,,,,,,,2,5,42,2,1,4,6118306569
3/21/20174:26:44PM,3/21/20174:29:19PM,0,24.60.247.22,100,155,1,3/21/20174:29:20PM,R_1gClNAIcOEqqCX0,,,,,42.4250946,-71.06620026,anonymous,,,,,,,,,,,,,,,,,4,1,51,1,1,4,9666101099
3/21/20174:30:07PM,3/21/20174:32:49PM,0,96.59.95.16,100,162,1,3/21/20174:32:51PM,R_23UWGzJmiVk8V9Y,,,,,27.88670349,-82.51170349,anonymous,,,,,,,,,5,3,,,,,,,,,36,2,1,4,5902850903
3/21/20174:39:28PM,3/21/20174:41:34PM,0,72.0.135.145,100,125,1,3/21/20174:41:35PM,R_3EcDlW8Jajy3DXw,,,,,42.66099548,-73.75930023,anonymous,,,,,,,5,3,,,,,,,,,,,25,1,1,4,7668158211
3/21/20174:39:59PM,3/21/20174:41:35PM,0,71.231.100.96,100,95,1,3/21/20174:41:36PM,R_ZgIPsJWKRk2p7JT,,,,,47.22749329,-122.5401001,anonymous,,,,,4,3,,,,,,,,,,,,,21,2,4,4,8621409186
3/21/20175:30:11PM,3/21/20175:33:16PM,0,68.184.17.177,100,185,1,3/21/20175:33:17PM,R_31Gi5oI65XBKZ02,,,,,42.66549683,-71.59519958,anonymous,,,,,,,,,,,,,,,4,4,,,34,2,4,3,5927416505
3/21/20175:30:51PM,3/21/20175:33:57PM,0,69.245.183.154,100,185,1,3/21/20175:33:58PM,R_7UPdItdNgjwtVG9,,,,,39.78759766,-85.97190094,anonymous,,,,,,,,,1,1,,,,,,,,,32,2,2,1,2632565624
3/21/20175:35:32PM,3/21/20175:36:43PM,0,71.230.37.237,100,71,1,3/21/20175:36:45PM,R_R95bWYt48dRLm7f,,,,,39.98530579,-75.43669891,anonymous,,,,,,,,,,,,,4,1,,,,,34,2,1,4,908781426
3/21/20175:52:10PM,3/21/20175:53:16PM,0,66.210.0.210,100,65,1,3/21/20175:53:17PM,R_23fr59fScgAkJ8V,,,,,33.53120422,-111.8914032,anonymous,,,,,,,5,4,,,,,,,,,,,26,2,4,4,6808199826
3/21/20175:59:42PM,3/21/20176:01:14PM,0,107.184.77.132,100,91,1,3/21/20176:01:15PM,R_Z4adnuio8p0DZ73,,,,,34.11210632,-118.1564026,anonymous,,,,,,,,,,,,,,,,,5,1,27,2,2,4,4698992907
3/21/20176:29:43PM,3/21/20176:31:25PM,0,45.36.112.176,100,101,1,3/21/20176:31:26PM,R_2xE0EjveMTppAwb,,,,,36.19430542,-79.39600372,anonymous,,,,,,,,,,,,,,,5,4,,,35,1,1,4,637990176
3/21/20176:42:02PM,3/21/20176:43:59PM,0,71.71.99.176,100,117,1,3/21/20176:44:01PM,R_1ouUdUCCb46PhJh,,,,,36.13989258,-79.26650238,anonymous,,,,,,,,,,,,,2,3,,,,,26,1,1,2,5266340161
3/21/20176:44:54PM,3/21/20176:46:21PM,0,97.120.6.90,100,86,1,3/21/20176:46:22PM,R_3ssN658NvKAbHb1,,,,,45.48179626,-122.6004944,anonymous,,,,,4,5,,,,,,,,,,,,,47,1,1,4,665462353
3/21/20176:44:47PM,3/21/20176:47:58PM,0,71.34.120.200,100,191,1,3/21/20176:48:00PM,R_YRXMbTgBdLuNTy1,,,,,45.48890686,-122.6932983,anonymous,,,,,,,,,,,5,3,,,,,,,47,2,1,4,7375445328
3/21/20176:47:10PM,3/21/20176:48:12PM,0,47.186.66.190,100,62,1,3/21/20176:48:14PM,R_1kZAOnuLlpuymMt,,,,,33.01620483,-96.53820038,anonymous,,,,,,,,,4,2,,,,,,,,,37,2,1,4,9842107384
3/21/20177:17:51PM,3/21/20177:19:14PM,0,23.232.132.78,100,82,1,3/21/20177:19:15PM,R_3q8Sk7uTCd8vCAQ,,,,,29.42889404,-98.52680206,anonymous,,,,,,,,,,,,,,,1,1,,,28,2,1,4,4094768134
3/21/20177:31:41PM,3/21/20177:33:18PM,0,96.42.172.253,100,96,1,3/21/20177:33:19PM,R_3et0HiGog4Kfo4Z,,,,,44.80960083,-85.5707016,anonymous,,,,,,,,,,,4,2,,,,,,,46,1,1,4,8556402940
3/21/20177:37:53PM,3/21/20177:41:25PM,0,184.20.52.144,100,211,1,3/21/20177:41:26PM,R_2CJsdqlfBdvRC15,,,,,33.65620422,-96.9068985,anonymous,,,,,,,6,4,,,,,,,,,,,40,2,1,3,5073680645
