StartDate,EndDate,SubjectType,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,age,sex,race,t00001,t00002,t00003,t00004,t00005,t00006,t00007,t00008,t00009,t00010,t00011,t00012,t00013,t00014,t00015,t00016,t00017,t00018,t00019,t00020,t00021,t00022,t00023,t00024,t00025,t00026,t00027,t00028,t00029,t00030,t00031,t00032,t00033,t00034,t00035,t00036,t00037,t00038,t00039,t00040,t00041,t00042,t00043,t00044,t00045,t00046,t00047,t00048,t00049,t00050,t00051,t00052,t00053,t00054,t00055,t00056,t00057,t00058,t00059,t00060,t00061,t00062,t00063,t00064,t00065,t00066,t00067,t00068,t00069,t00070,t00071,t00072,t00073,t00074,t00075,t00076,t00077,t00078,t00079,t00080,t00081,t00082,t00083,t00084,t00085,t00086,t00087,t00088,t00089,t00090,t00091,t00092,t00093,t00094,t00095,t00096,t00097,t00098,t00099,t00100,t00101,t00102,t00103,t00104,t00105,t00106,t00107,t00108,t00109,t00110,t00111,t00112,t00113,t00114,t00115,t00116,t00117,t00118,t00119,t00120,t00121,t00122,t00123,t00124,t00125,t00126,t00127,t00128,t00129,t00130,t00131,t00132,t00133,t00134,t00135,t00136,t00137,t00138,t00139,t00140,t00141,t00142,t00143,t00144,t00145,t00146,t00147,t00148,t00149,t00150,t00151,t00152,t00153,t00154,t00155,t00156,t00157,t00158,t00159,t00160,t00161,t00162,t00163,t00164,t00165,t00166,t00167,t00168,t00169,t00170,t00171,t00172,t00173,t00174,t00175,t00176,t00177,t00178,t00179,t00180,t00181,t00182,t00183,t00184,t00185,t00186,t00187,t00188,t00189,t00190,t00191,t00192,t00193,t00194,t00195,t00196,t00197,t00198,t00199,t00200,t00201,t00202,t00203,t00204,t00205,t00206,t00207,t00208,t00209,t00210,t00211,t00212,t00213,t00214,t00215,t00216,t00217,t00218,t00219,t00220,t00221,t00222,t00223,t00224,t00225,t00226,t00227,t00228,t00229,t00230,t00231,t00232,t00233,t00234,t00235,t00236,t00237,t00238,t00239,t00240,t00241,t00242,t00243,t00244,t00245,t00246,t00247,t00248,t00249,t00250,t00251,t00252,t00253,t00254,t00255,t00256,t00257,t00258,t00259,t00260,t00261,t00262,t00263,t00264,t00265,t00266,t00267,t00268,t00269,t00270,t00271,t00272,t00273,t00274,t00275,t00276,t00277,t00278,t00279,t00280,t00281,t00282,t00283,t00284,t00285,t00286,t00287,t00288,t00289,t00290,t00291,t00292,t00293,t00294,t00295,t00296,t00297,t00298,t00299,t00300,data_use,mTurkCode
2/27/2017 13:34,2/27/2017 13:35,real,0,198.24.30.133,86,50,0,3/2/2017 10:07,R_33gqwfOuXTMuIxo,,,,,,,anonymous,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,2,,2,,,,2,2,2,2,2,2,2,,2,2,2,,,,,,2,2,,2,2,2,,2,,,,,2,2,,,,,2,2,2,,2,2,,,,2,2,2,,,,2,,,2,,2,,2,2,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499064
2/27/2017 12:37,2/27/2017 12:58,real,0,104.3.176.117,0,1249,0,3/2/2017 10:07,R_2PyVI2lLXDwt9Ds,,,,,,,anonymous,35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040949
3/1/2017 0:39,3/1/2017 0:41,real,0,117.195.235.129,0,82,0,3/2/2017 10:07,R_1NzckeMQ0mhCUmg,,,,,,,anonymous,30,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9960293
2/27/2017 21:40,2/27/2017 21:40,real,0,98.209.74.5,0,17,0,3/2/2017 10:07,R_cBae6mmTcAkbqRH,,,,,,,anonymous,52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791698
2/28/2017 0:57,2/28/2017 0:57,real,0,72.191.178.167,0,11,0,3/2/2017 10:07,R_10vdPuWN7ugr1y0,,,,,,,anonymous,27,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3103395
2/28/2017 5:54,2/28/2017 5:54,real,0,108.245.152.51,83,13,0,3/2/2017 10:07,R_1hKeGJMZCcWVjd5,,,,,,,anonymous,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7405613
2/27/2017 10:43,2/27/2017 10:43,real,0,75.112.202.37,0,15,0,3/2/2017 10:07,R_2txRnug6khlkfn6,,,,,,,anonymous,32,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4493452
2/28/2017 5:47,2/28/2017 5:47,real,0,104.6.245.221,0,32,0,3/2/2017 10:07,R_3n1rJRJYhhkxUlu,,,,,,,anonymous,23,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5886976
2/27/2017 12:50,2/27/2017 12:50,real,0,96.250.62.179,0,8,0,3/2/2017 10:07,R_2uR7f6gChcK0iED,,,,,,,anonymous,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5589550
2/28/2017 9:57,2/28/2017 9:57,real,0,199.244.50.172,0,24,0,3/2/2017 10:07,R_2yapO0qCakBx4UF,,,,,,,anonymous,26,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296008
2/28/2017 13:54,2/28/2017 13:55,real,0,108.192.91.186,83,40,0,3/2/2017 10:08,R_W7jXm5UgCai9OCZ,,,,,,,anonymous,51,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8616056
2/28/2017 15:49,2/28/2017 16:06,real,0,103.66.79.110,99,1052,0,3/2/2017 10:08,R_31v1NdIgXR11RA2,,,,,,,anonymous,26,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,,2,2,1,1,2,2,,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,,1,2,1,,1,2,2,2,1,2,2,1,1,1,,2,,1,1,,1,2,2,2,1,,1,2,1,2,1,1,1,,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,,2,2,2,1,,1420239
2/27/2017 12:50,2/27/2017 12:55,real,0,98.196.176.150,85,273,0,3/2/2017 10:08,R_3jZOoM3cRqMisuv,,,,,,,anonymous,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,,,1,1,,,1,,1,,2,,,,,2,,2,2,,,2,,,,,2,,,1,,,,,,,2,,1,,2,1,,1,,2,,,1,,,,,1,,2,,,,,,,2,,2,,2,2,,1,,,,,,,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895599
2/28/2017 19:20,2/28/2017 20:20,real,0,69.155.109.55,0,3608,0,3/2/2017 10:08,R_2wmqeut6pKkCtoB,,,,,,,anonymous,24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331046
2/27/2017 16:45,2/27/2017 16:46,real,0,76.171.182.195,0,28,0,3/2/2017 10:08,R_33gagouzSlw11kn,,,,,,,anonymous,29,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7643979
2/27/2017 16:46,2/27/2017 16:47,real,0,69.167.1.91,0,15,0,3/2/2017 10:08,R_3C0HfOF5fQdfmsp,,,,,,,anonymous,30,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6462761
2/28/2017 19:25,2/28/2017 19:26,real,0,47.149.14.253,0,23,0,3/2/2017 10:08,R_eKI3x5yYBHbaBah,,,,,,,anonymous,42,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9247216
2/28/2017 22:30,2/28/2017 22:30,real,0,73.106.77.125,0,23,0,3/2/2017 10:08,R_30qv1Nxft166w83,,,,,,,anonymous,42,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5479654
3/1/2017 4:38,3/1/2017 4:38,real,8,97.99.14.88,0,40,0,3/2/2017 10:08,R_R90DlD8jT8sy75f,,,,,,,anonymous,26,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252995
3/1/2017 4:30,3/1/2017 4:31,real,0,71.60.140.59,0,42,0,3/2/2017 10:08,R_1jOEU6ewpXC9Lky,,,,,,,anonymous,41,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9639099
2/27/2017 19:30,2/27/2017 19:30,real,0,184.187.186.45,0,15,0,3/2/2017 10:08,R_2ZV8Er6Ax0TDpUh,,,,,,,anonymous,24,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066983
3/1/2017 9:43,3/1/2017 9:43,real,0,68.35.27.130,0,12,0,3/2/2017 10:08,R_3iJPK9qjSNn2aWx,,,,,,,anonymous,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206199
2/27/2017 19:30,2/27/2017 19:31,real,0,100.16.120.157,0,24,0,3/2/2017 10:08,R_3MA0hunkaazAoZ7,,,,,,,anonymous,32,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7617727
3/1/2017 11:21,3/1/2017 11:21,real,0,184.156.235.11,0,24,0,3/2/2017 10:08,R_1DooZAPVyHkQ8tD,,,,,,,anonymous,24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024716
3/1/2017 10:50,3/1/2017 11:01,real,0,68.195.18.173,0,637,0,3/2/2017 10:08,R_2aOBZGYG7xsYdhT,,,,,,,anonymous,67,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454416
2/28/2017 13:46,2/28/2017 13:48,real,0,173.168.239.244,86,110,0,3/2/2017 10:08,R_x5bEJm2IkB9mwvf,,,,,,,anonymous,19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,2,2,,,,2,,2,2,1,,,,,2,1,,,2,,2,1,,2,,2,1,,,,2,,2,2,1,1,,2,,,,1,,2,,2,,2,2,2,2,,,1,2,2,2,,,,1,2,1,,,1,,,,,,1,,,,2,1,1,1,2,,2,,,2,2,,1,,1,,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4534117
2/28/2017 8:09,2/28/2017 8:10,real,0,108.204.193.133,0,67,0,3/2/2017 10:08,R_8hK9I7oJTwp6BWh,,,,,,,anonymous,31,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811786
2/28/2017 9:22,2/28/2017 9:24,real,0,98.200.9.106,0,107,0,3/2/2017 10:08,R_2slJHDa4I3rgvJv,,,,,,,anonymous,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040536
2/28/2017 0:09,2/28/2017 0:10,real,0,99.49.253.230,0,14,0,3/2/2017 10:08,R_2ztMmZqaqm40cs1,,,,,,,anonymous,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729902
2/27/2017 23:19,2/27/2017 23:19,real,0,98.200.11.193,0,29,0,3/2/2017 10:08,R_3O0pEaFTFgoEL8I,,,,,,,anonymous,22,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341598
2/28/2017 4:40,2/28/2017 4:40,real,0,174.237.4.123,0,10,0,3/2/2017 10:08,R_AA8VPLUXWYFqakh,,,,,,,anonymous,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238980
